,prompt,completion
558,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Attendance | : | 25,000

###

", O | O | O***END***
559,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Aggregate | 1-1 | .

###

", O | O | O***END***
560,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Olimpija | won | 4-3 | on | penalties | .

###

", B-ORG | O | O | O | O | O***END***
561,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | Vaduz | : | Vaduz | ( | Liechtenstein | ) | 1 | RAF | Riga | ( | Latvia | ) | 1 | ( | 0-0 | )

###

", O | B-LOC | O | B-LOC | O | B-LOC | O | O | B-ORG | I-ORG | O | B-LOC | O | O | O | O | O***END***
562,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Scorers | :

###

", O | O***END***
563,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Vaduz | - | Daniele | Polverino | ( | 90th | )

###

", B-LOC | O | B-PER | I-PER | O | O | O***END***
564,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

RAF | Riga | - | Agrins | Zarins | ( | 47th | )

###

", B-ORG | I-ORG | O | B-PER | I-PER | O | O | O***END***
565,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Aggregate | 2-2 | .

###

", O | O | O***END***
566,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Vaduz | won | 4-2 | on | penalties | .

###

", B-LOC | O | O | O | O | O***END***
567,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | Luxembourg | : | US | Luxembourg | ( | Luxembourg | ) | 0 | Varteks | Varazdin

###

", O | B-LOC | O | B-ORG | I-ORG | O | B-LOC | O | O | B-ORG | I-ORG***END***
568,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | Croatia | ) | 3 | ( | 0-0 | )

###

", O | B-LOC | O | O | O | O | O***END***
569,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Scorers | : | Drazen | Beser | ( | 63rd | ) | , | Miljenko | Mumler | ( | penalty | ,

###

", O | O | B-PER | I-PER | O | O | O | O | B-PER | I-PER | O | O | O***END***
570,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

78th | ) | , | Jamir | Cvetko | ( | 87th | )

###

", O | O | O | B-PER | I-PER | O | O | O***END***
571,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Attendance | : | 800

###

", O | O | O***END***
572,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Varteks | Varazdin | win | 5-1 | on | aggregate | .

###

", B-ORG | I-ORG | O | O | O | O | O***END***
573,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | Torshavn | : | Havnar | Boltfelag | ( | Faroe | Islands | ) | 0 | Dynamo

###

", O | B-LOC | O | B-ORG | I-ORG | O | B-LOC | I-LOC | O | O | B-ORG***END***
574,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Batumi | ( | Georgia | ) | 3 | ( | 0-2 | )

###

", B-ORG | O | B-LOC | O | O | O | O | O***END***
575,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Dynamo | Batumi | win | 9-0 | on | aggregate | .

###

", B-ORG | I-ORG | O | O | O | O | O***END***
576,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | Prague | : | Sparta | Prague | ( | Czech | Republic | ) | 8 | Glentoran

###

", O | B-LOC | O | B-ORG | I-ORG | O | B-LOC | I-LOC | O | O | B-ORG***END***
577,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | Northern | Ireland | ) | 0 | ( | 4-0 | )

###

", O | B-LOC | I-LOC | O | O | O | O | O***END***
578,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Scorers | : | Petr | Gunda | ( | 1st | and | 26th | ) | , | Lumir | Mistr | ( | 19th | ) | ,

###

", O | O | B-PER | I-PER | O | O | O | O | O | O | B-PER | I-PER | O | O | O | O***END***
579,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Horst | Siegl | ( | 24th | , | 48th | , | 80th | ) | , | Zdenek | Svoboda | ( | 76th | ) | , | Petr

###

", B-PER | I-PER | O | O | O | O | O | O | O | O | B-PER | I-PER | O | O | O | O | B-PER***END***
580,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Gabriel | ( | 86th | )

###

", B-PER | O | O | O***END***
581,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Sparta | win | 10-1 | on | aggregate | .

###

", B-ORG | O | O | O | O | O***END***
582,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | Edinburgh | : | Hearts | ( | Scotland | ) | 1 | Red | Star | Belgrade

###

", O | B-LOC | O | B-ORG | O | B-LOC | O | O | B-ORG | I-ORG | I-ORG***END***
583,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | Yugoslavia | ) | 1 | ( | 1-0 | )

###

", O | B-LOC | O | O | O | O | O***END***
584,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Scorers | :

###

", O | O***END***
585,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Hearts | - | Dave | McPherson | ( | 44th | )

###

", B-ORG | O | B-PER | I-PER | O | O | O***END***
586,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Red | Star | - | Vinko | Marinovic | ( | 59th | )

###

", B-ORG | I-ORG | O | B-MISC | I-MISC | O | O | O***END***
587,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Attendance | : | 15,062

###

", O | O | O***END***
588,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Aggregate | 1-1 | .

###

", O | O | O***END***
589,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Red | Star | win | on | away | goals | rule | .

###

", B-ORG | I-ORG | O | O | O | O | O | O***END***
590,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | Rishon-Lezion | : | Hapoel | Ironi | ( | Israel | ) | 3 | Constructorul

###

", O | B-LOC | O | B-ORG | I-ORG | O | B-LOC | O | O | B-ORG***END***
591,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Chisinau | ( | Moldova | ) | 2 | ( | 2-1 | )

###

", B-ORG | O | B-LOC | O | O | O | O | O***END***
592,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Aggregate | 3-3 | .

###

", O | O | O***END***
593,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Constructorul | win | on | away | goals | rule | .

###

", B-ORG | O | O | O | O | O | O***END***
594,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | Anjalonkoski | : | MyPa-47 | ( | Finland | ) | 1 | Karabach | Agdam

###

", O | B-MISC | O | B-ORG | O | B-LOC | O | O | B-ORG | I-ORG***END***
595,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | Azerbaijan | ) | 1 | ( | 0-0 | )

###

", O | B-LOC | O | O | O | O | O***END***
596,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Mypa-47 | win | 2-1 | on | aggregate | .

###

", B-ORG | O | O | O | O | O***END***
597,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | Skopje | : | Sloga | Jugomagnat | ( | Macedonia | ) | 0 | Kispest | Honved

###

", O | B-LOC | O | B-ORG | I-ORG | O | B-LOC | O | O | B-ORG | I-ORG***END***
598,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | Hungary | 1 | ( | 0-0 | )

###

", O | B-LOC | O | O | O | O***END***
599,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Kispest | Honved | win | 2-0 | on | aggregate | .

###

", B-ORG | I-ORG | O | O | O | O | O***END***
600,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Add | Hapoel | Ironi | v | Constructorul | Chisinau

###

", B-ORG | I-ORG | I-ORG | O | B-ORG | I-ORG***END***
601,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Scorers | :

###

", O | O***END***
602,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Rishon | - | Moshe | Sabag | ( | 10th | minute | ) | , | Nissan | Kapeta | ( | 26th | ) | ,

###

", B-ORG | O | B-PER | I-PER | O | O | O | O | O | B-PER | I-PER | O | O | O | O***END***
603,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Tomas | Cibola | ( | 58th | ) | .

###

", B-PER | I-PER | O | O | O | O***END***
604,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Constructorol | - | Sergei | Rogachev | ( | 42nd | ) | , | Gennadi | Skidan

###

", B-ORG | O | B-PER | I-PER | O | O | O | O | B-PER | I-PER***END***
605,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | 87th | ) | .

###

", O | O | O | O***END***
606,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Attendance | : | 1,500 | .

###

", O | O | O | O***END***
607,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

SOCCER | - | GOTHENBURG | PUT | FERENCVAROS | OUT | OF | EURO | CUP | .

###

", O | O | B-LOC | O | B-ORG | O | O | B-MISC | I-MISC | O***END***
608,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

BUDAPEST | 1996-08-21

###

", B-LOC | O***END***
609,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

IFK | Gothenburg | of | Sweden | drew | 1-1 | ( | 1-0 | ) | with | Ferencvaros | of | Hungary | in | the | second | leg | of | their | European | Champions | Cup | preliminary | round | tie | played | on | Wednesday | .

###

", B-ORG | I-ORG | O | B-LOC | O | O | O | O | O | O | B-ORG | O | B-LOC | O | O | O | O | O | O | B-MISC | I-MISC | I-MISC | O | O | O | O | O | O | O***END***
610,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Gothenburg | go | through | 4-1 | on | aggregate | .

###

", B-LOC | O | O | O | O | O | O***END***
611,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Scorers | :

###

", O | O***END***
612,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Ferencvaros | :

###

", B-ORG | O***END***
613,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Ferenc | Horvath | ( | 15th | )

###

", B-PER | I-PER | O | O | O***END***
614,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

IFK | Gothenburg | :

###

", B-ORG | I-ORG | O***END***
615,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Andreas | Andersson | ( | 87th | )

###

", B-PER | I-PER | O | O | O***END***
616,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Attendance | : | 9,000

###

", O | O | O***END***
617,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

SOCCER | - | BRAZILIAN | CHAMPIONSHIP | RESULTS | .

###

", O | O | B-MISC | O | O | O***END***
618,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

RIO | DE | JANEIRO | 1996-08-22

###

", B-LOC | I-LOC | I-LOC | O***END***
619,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Results | of | midweek

###

", O | O | O***END***
620,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

matches | in | the | Brazilian | soccer | championship | .

###

", O | O | O | B-MISC | O | O | O***END***
621,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Bahia | 2 | Atletico | Paranaense | 0

###

", B-ORG | O | B-ORG | I-ORG | O***END***
622,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Corinthians | 1 | Guarani | 0

###

", B-ORG | O | B-ORG | O***END***
623,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Coritiba | 1 | Atletico | Mineiro | 0

###

", B-ORG | O | B-ORG | I-ORG | O***END***
624,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Cruzeiro | 2 | Vitoria | 1

###

", B-ORG | O | B-ORG | O***END***
625,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Flamengo | 0 | Juventude | 1

###

", B-ORG | O | B-ORG | O***END***
626,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Goias | 3 | Sport | Recife | 1

###

", B-ORG | O | B-ORG | I-ORG | O***END***
627,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Gremio | 6 | Bragantino | 1

###

", B-ORG | O | B-ORG | O***END***
628,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Palmeiras | 3 | Vasco | da | Gama | 1

###

", B-ORG | O | B-ORG | I-ORG | I-ORG | O***END***
629,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Portuguesa | 2 | Parana | 0

###

", B-ORG | O | B-ORG | O***END***
630,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

TENNIS | - | NEWCOMBE | PONDERS | HIS | DAVIS | CUP | FUTURE | .

###

", O | O | B-PER | O | O | B-MISC | I-MISC | O | O***END***
631,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

SYDNEY | 1996-08-22

###

", B-LOC | O***END***
632,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Australian | Davis | Cup | captain | John | Newcombe | on | Thursday | signalled | his | possible | resignation | if | his | team | loses | an | away | tie | against | Croatia | next | month | .

###

", B-MISC | B-MISC | I-MISC | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O***END***
633,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | former | Wimbledon | champion | said | the | immediate | future | of | Australia | 's | Davis | Cup | coach | Tony | Roche | could | also | be | determined | by | events | in | Split | .

###

", O | O | B-MISC | O | O | O | O | O | O | B-LOC | O | B-MISC | I-MISC | O | B-PER | I-PER | O | O | O | O | O | O | O | B-LOC | O***END***
634,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | If | we | lose | this | one | , | Tony | and | I | will | have | to | have | a | good | look | at | giving | someone | else | a | go | , | "" | Newcombe | was | quoted | as | saying | in | Sydney | 's | Daily | Telegraph | newspaper | .

###

", O | O | O | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-PER | O | O | O | O | O | B-LOC | O | B-ORG | I-ORG | O | O***END***
635,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Australia | face | Croatia | in | the | world | group | qualifying | tie | on | clay | from | September | 20-22 | .

###

", B-LOC | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O***END***
636,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Under | Newcombe | 's | leadership | , | Australia | were | relegated | from | the | elite | world | group | last | year | , | the | first | time | the | 26-time | Davis | Cup | winners | had | slipped | from | the | top | rank | .

###

", O | B-PER | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | I-MISC | O | O | O | O | O | O | O | O***END***
637,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Since | taking | over | as | captain | from | Neale | Fraser | in | 1994 | , | Newcombe | 's | record | in | tandem | with | Roche | , | his | former | doubles | partner | , | has | been | three | wins | and | three | losses | .

###

", O | O | O | O | O | O | B-PER | I-PER | O | O | O | B-PER | O | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
638,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Newcombe | has | selected | Wimbledon | semifinalist | Jason | Stoltenberg | , | Patrick | Rafter | , | Mark | Philippoussis | , | and | Olympic | doubles | champions | Todd | Woodbridge | and | Mark | Woodforde | to | face | the | Croatians | .

###

", B-PER | O | O | B-MISC | O | B-PER | I-PER | O | B-PER | I-PER | O | B-PER | I-PER | O | O | B-MISC | O | O | B-PER | I-PER | O | B-PER | I-PER | O | O | O | B-MISC | O***END***
639,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | home | side | boasts | world | number | six | Goran | Ivanisevic | , | and | Newcombe | conceded | his | players | would | be | hard-pressed | to | beat | the | Croatian | number | one | .

###

", O | O | O | O | O | O | O | B-PER | I-PER | O | O | B-PER | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O***END***
640,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | We | are | ready | to | fight | to | our | last | breath | -- | Australia | must | play | at | its | absolute | best | to | win | , | "" | said | Newcombe | , | who | described | the | tie | as | the | toughest | he | has | faced | as | captain | .

###

", O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
641,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Australia | last | won | the | Davis | Cup | in | 1986 | , | but | they | were | beaten | finalists | against | Germany | three | years | ago | under | Fraser | 's | guidance | .

###

", B-LOC | O | O | O | B-MISC | I-MISC | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | B-PER | O | O | O***END***
642,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

BADMINTON | - | MALAYSIAN | OPEN | RESULTS | .

###

", O | O | B-MISC | I-MISC | O | O***END***
643,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

KUALA | LUMPUR | 1996-08-22

###

", B-LOC | I-LOC | O***END***
644,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Results | in | the | Malaysian

###

", O | O | O | B-MISC***END***
645,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Open | badminton | tournament | on | Thursday | ( | prefix | number | denotes

###

", B-MISC | O | O | O | O | O | O | O | O***END***
646,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

seeding | ) | :

###

", O | O | O***END***
647,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Men | 's | singles | , | third | round

###

", O | O | O | O | O | O***END***
648,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

9/16 | - | Luo | Yigang | ( | China | ) | beat | Hwang | Sun-ho | ( | South | Korea | ) | 15-3

###

", O | O | B-PER | I-PER | O | B-LOC | O | O | B-PER | B-MISC | O | B-LOC | I-LOC | O | O***END***
649,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

15-7

###

", O***END***
650,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Jason | Wong | ( | Malaysia | ) | beat | Abdul | Samad | Ismail | ( | Malaysia | ) | 16-18

###

", B-PER | I-PER | O | B-LOC | O | O | B-PER | I-PER | I-PER | O | B-LOC | O | O***END***
