,prompt,completion
243,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

3 - Thomas Muster ( Austria ) beat Javier Frana ( Argentina ) 6-1 7-6 ( 7-2 ) 6-2

###

"," 3: O
-: O
Thomas Muster: Person
(: O
Austria: Location
): O
beat: O
Javier Frana: Person
(: O
Argentina: Location
): O
6-1: O
7-6: O
(: O
7-2: O
): O
6-2: O

***END***"
244,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" At 24 , 25 or 26 you could get away with it , not having played first-team games .

###

"," "": O
At: O
24: O
,: O
25: O
or: O
26: O
you: O
could: O
get: O
away: O
with: O
it: O
,: O
not: O
having: O
played: O
first-team: O
games: O
.: O

***END***"
245,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Bosnian election is set for September 14 and voting began on Wednesday for most of the 600,000 Bosnians living abroad .

###

"," The: O
Bosnian: Misc
election: O
is: O
set: O
for: O
September: O
14: O
and: O
voting: O
began: O
on: O
Wednesday: O
for: O
most: O
of: O
the: O
600,000: O
Bosnians: Misc
living: O
abroad: O
.: O

***END***"
246,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

RESERVES ( $ MLN ) Jul +1,161 +400.9 +310.4 - 54,703.0

###

"," RESERVES: O
(: O
$: O
MLN: O
): O
Jul: O
+1,161: O
+400.9: O
+310.4: O
-: O
54,703.0: O

***END***"
247,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SOCCER - SCOTTISH THIRD DIVISION RESULT .

###

"," SOCCER: O
-: O
SCOTTISH: Misc
THIRD: O
DIVISION: O
RESULT: O
.: O

***END***"
248,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Huddersfield 2 1 0 1 3 3 3

###

"," Huddersfield: Organisation
2: O
1: O
0: O
1: O
3: O
3: O
3: O

***END***"
249,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

-- New Delhi newsroom , +91-11-3012024

###

"," --: O
New Delhi: Location
newsroom: O
,: O
+91-11-3012024: O

***END***"
250,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Jos Verstappen ( Netherlands ) 1

###

"," Jos Verstappen: Person
(: O
Netherlands: Location
): O
1: O

***END***"
251,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Venezuela 's non-traditional exports , which exclude oil and iron , rose 10.6 percent in July to reach $ 334 million compared to $ 302 million in June , according to the Central Office of Statistics and Information ( OCEI ) .

###

"," Venezuela: Location
's: O
non-traditional: O
exports: O
,: O
which: O
exclude: O
oil: O
and: O
iron: O
,: O
rose: O
10.6: O
percent: O
in: O
July: O
to: O
reach: O
$: O
334: O
million: O
compared: O
to: O
$: O
302: O
million: O
in: O
June: O
,: O
according: O
to: O
the: O
Central Office of Statistics and Information: Organisation
(: O
OCEI: Organisation
): O
.: O

***END***"
252,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

RTRS - Guinness Peat expects strong full yr .

###

"," RTRS: Organisation
-: O
Guinness Peat: Organisation
expects: O
strong: O
full: O
yr: O
.: O

***END***"
253,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" There is no doubt that economic growth has already started , "" said Adelbert Knobl , head of the International Monetary Fund 's mission in Ukraine . ""

###

"," "": O
There: O
is: O
no: O
doubt: O
that: O
economic: O
growth: O
has: O
already: O
started: O
,: O
"": O
said: O
Adelbert Knobl: Person
,: O
head: O
of: O
the: O
International Monetary Fund: Organisation
's: O
mission: O
in: O
Ukraine: Location
.: O
"": O

***END***"
254,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The market is trading 100 percent on fundamentals at the moment as interest rate fantasy disappears -- it 's all company news , "" said one trader .

###

"," The: O
market: O
is: O
trading: O
100: O
percent: O
on: O
fundamentals: O
at: O
the: O
moment: O
as: O
interest: O
rate: O
fantasy: O
disappears: O
--: O
it: O
's: O
all: O
company: O
news: O
,: O
"": O
said: O
one: O
trader: O
.: O

***END***"
255,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The limits , effective from January 1 , 1997 , are reduced as much as possible while still complying with international obligations , a spokesman for the Department of Transport said .

###

"," The: O
limits: O
,: O
effective: O
from: O
January: O
1: O
,: O
1997: O
,: O
are: O
reduced: O
as: O
much: O
as: O
possible: O
while: O
still: O
complying: O
with: O
international: O
obligations: O
,: O
a: O
spokesman: O
for: O
the: O
Department of Transport: Organisation
said: O
.: O

***END***"
256,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

- Visitors slam bus and taxi drivers for cheating .

###

"," -: O
Visitors: O
slam: O
bus: O
and: O
taxi: O
drivers: O
for: O
cheating: O
.: O

***END***"
257,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Patrick Rafter ( Australia ) beat 6 - MaliVai Washington ( U.S. )

###

"," Patrick Rafter: Person
(: O
Australia: Location
): O
beat: O
6: O
-: O
MaliVai Washington: Person
(: O
U.S.: Location
): O

***END***"
258,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Ken Caminiti added two RBI for the Padres , who have won six of their last seven games and remained one game ahead of the Los Angeles Dodgers in the National League West .

###

"," Ken Caminiti: Person
added: O
two: O
RBI: Misc
for: O
the: O
Padres: Organisation
,: O
who: O
have: O
won: O
six: O
of: O
their: O
last: O
seven: O
games: O
and: O
remained: O
one: O
game: O
ahead: O
of: O
the: O
Los Angeles Dodgers: Organisation
in: O
the: O
National League West: Misc
.: O

***END***"
259,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

NORTHAMPTON , England 1996-08-27

###

"," NORTHAMPTON: Location
,: O
England: Location
1996-08-27: O

***END***"
260,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

South African company results expected next week include the

###

"," South African: Misc
company: O
results: O
expected: O
next: O
week: O
include: O
the: O

***END***"
261,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

+2 Duffy Waldorf through 4

###

"," +2: O
Duffy Waldorf: Person
through: O
4: O

***END***"
262,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

TUNIS 1996-08-24

###

"," TUNIS: Location
1996-08-24: O

***END***"
263,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SOCCER - RESULTS OF SOUTH KOREAN PRO-SOCCER GAMES .

###

"," SOCCER: O
-: O
RESULTS: O
OF: O
SOUTH KOREAN: Misc
PRO-SOCCER: O
GAMES: O
.: O

***END***"
264,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Very sexy . ""

###

"," Very: O
sexy: O
.: O
"": O

***END***"
265,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SOCCER - SHARPE HITS WINNER TO EASE PRESSURE ON LEEDS .

###

"," SOCCER: O
-: O
SHARPE: Person
HITS: O
WINNER: O
TO: O
EASE: O
PRESSURE: O
ON: O
LEEDS: Organisation
.: O

***END***"
266,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Iran 's deputy representative to the United Nations , Majid Takht Ravanchi , made the allegations in a letter to U.N. Secretary-General Boutros Boutros-Ghali on Friday , the agency said .

###

"," Iran: Location
's: O
deputy: O
representative: O
to: O
the: O
United Nations: Organisation
,: O
Majid Takht Ravanchi: Person
,: O
made: O
the: O
allegations: O
in: O
a: O
letter: O
to: O
U.N.: Organisation
Secretary-General: O
Boutros Boutros-Ghali: Person
on: O
Friday: O
,: O
the: O
agency: O
said: O
.: O

***END***"
267,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

S. Ganguly c de Silva b Dharmasena 16

###

"," S. Ganguly: Person
c: O
de Silva: Person
b: O
Dharmasena: Person
16: O

***END***"
268,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Manly 42 Western Suburbs 12

###

"," Manly: Organisation
42: O
Western Suburbs: Organisation
12: O

***END***"
269,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Latest Prior

###

"," Latest: O
Prior: O

***END***"
270,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Revenue from commuter traffic 5,400 up 4.6 pct

###

"," Revenue: O
from: O
commuter: O
traffic: O
5,400: O
up: O
4.6: O
pct: O

***END***"
271,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The exact number of passangers on the train was not known . ""

###

"," The: O
exact: O
number: O
of: O
passangers: O
on: O
the: O
train: O
was: O
not: O
known: O
.: O
"": O

***END***"
272,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CRICKET - ENGLAND V PAKISTAN TOSS AND TEAMS .

###

"," CRICKET: O
-: O
ENGLAND: Location
V: O
PAKISTAN: Location
TOSS: O
AND: O
TEAMS: O
.: O

***END***"
273,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Also reaching the second round were top-seeded defending champion Pete Sampras , a 6-2 6-2 6-1 winner over last minute replacement Jimy Szymanski of Venezuela , called on after Adrian Voinea of Romania withdrew because of a sprained ankle .

###

"," Also: O
reaching: O
the: O
second: O
round: O
were: O
top-seeded: O
defending: O
champion: O
Pete Sampras: Person
,: O
a: O
6-2: O
6-2: O
6-1: O
winner: O
over: O
last: O
minute: O
replacement: O
Jimy Szymanski: Person
of: O
Venezuela: Location
,: O
called: O
on: O
after: O
Adrian Voinea: Person
of: O
Romania: Location
withdrew: O
because: O
of: O
a: O
sprained: O
ankle: O
.: O

***END***"
274,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

But Chilean Ambassador Juan Somavia said : "" Every weapon that reached Burundi is a weapon aimed mainly at killing an unarmed civilian .

###

"," But: O
Chilean: Misc
Ambassador: O
Juan Somavia: Person
said: O
:: O
"": O
Every: O
weapon: O
that: O
reached: O
Burundi: Location
is: O
a: O
weapon: O
aimed: O
mainly: O
at: O
killing: O
an: O
unarmed: O
civilian: O
.: O

***END***"
275,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Catholic Information Office in Nairobi said on Monday that four of the six had been charged by the SPLA with spying , spreading Islam and hindering recruitment into the rebel group .

###

"," The: O
Catholic Information Office: Organisation
in: O
Nairobi: Location
said: O
on: O
Monday: O
that: O
four: O
of: O
the: O
six: O
had: O
been: O
charged: O
by: O
the: O
SPLA: Organisation
with: O
spying: O
,: O
spreading: O
Islam: Misc
and: O
hindering: O
recruitment: O
into: O
the: O
rebel: O
group: O
.: O

***END***"
276,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

4. Anja Smolders ( Belgium ) 2:43.06

###

"," 4.: O
Anja Smolders: Person
(: O
Belgium: Location
): O
2:43.06: O

***END***"
277,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Bayer Leverkusen 3 2 0 1 7 4 6

###

"," Bayer Leverkusen: Organisation
3: O
2: O
0: O
1: O
7: O
4: O
6: O

***END***"
278,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

For the first time in Israeli history , an Arab team will take the field when the National League soccer season starts on Saturday .

###

"," For: O
the: O
first: O
time: O
in: O
Israeli: Misc
history: O
,: O
an: O
Arab: Misc
team: O
will: O
take: O
the: O
field: O
when: O
the: O
National League: Misc
soccer: O
season: O
starts: O
on: O
Saturday: O
.: O

***END***"
279,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

No1 Burnt 87 to 90 cents / pound

###

"," No1: O
Burnt: O
87: O
to: O
90: O
cents: O
/: O
pound: O

***END***"
280,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

played , won , drawn , lost , goals for , goals against , points ) :

###

"," played: O
,: O
won: O
,: O
drawn: O
,: O
lost: O
,: O
goals: O
for: O
,: O
goals: O
against: O
,: O
points: O
): O
:: O

***END***"
281,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

On Sunday near Chicago he accused President Bill Clinton of "" raising the white flag "" in the war on drugs .

###

"," On: O
Sunday: O
near: O
Chicago: Location
he: O
accused: O
President: O
Bill Clinton: Person
of: O
"": O
raising: O
the: O
white: O
flag: O
"": O
in: O
the: O
war: O
on: O
drugs: O
.: O

***END***"
282,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Schalke 4 0 3 1 5 9 3

###

"," Schalke: Organisation
4: O
0: O
3: O
1: O
5: O
9: O
3: O

***END***"
283,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

He said the connection was through Bernard Weinstein , an accomplice of convicted child rapist Marc Dutroux -- the central figure in the paedophile scandal that has sent shockwaves across Europe .

###

"," He: O
said: O
the: O
connection: O
was: O
through: O
Bernard Weinstein: Person
,: O
an: O
accomplice: O
of: O
convicted: O
child: O
rapist: O
Marc Dutroux: Person
--: O
the: O
central: O
figure: O
in: O
the: O
paedophile: O
scandal: O
that: O
has: O
sent: O
shockwaves: O
across: O
Europe: Location
.: O

***END***"
284,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The ECOMOG force , currently 10,000 strong , was sent to Liberia by the Economic Community of West African States in 1990 at the height of the fighting .

###

"," The: O
ECOMOG: Organisation
force: O
,: O
currently: O
10,000: O
strong: O
,: O
was: O
sent: O
to: O
Liberia: Location
by: O
the: O
Economic Community of West African States: Organisation
in: O
1990: O
at: O
the: O
height: O
of: O
the: O
fighting: O
.: O

***END***"
